@relation '4Cluster-weka.filters.unsupervised.attribute.NumericToNominal-R2-9-weka.filters.unsupervised.attribute.Reorder-R1-7,9,8-weka.filters.unsupervised.attribute.Remove-R4-weka.filters.unsupervised.attribute.Remove-R1'

@attribute whof {assis,tv,hvac,wash,secu,refr,light,alarm}
@attribute purposef {preshouse,lochouse,opauto,alert}
@attribute whatf {coalarm,locsens,colight,coassis,cohvac,cowash,micro,cotv,watch,corefri,cam,cosecu}
@attribute cstore {share,remserv,locally}
@attribute caction {reco,nothing,opti,insight}
@attribute cluster {cluster2,cluster3,cluster0,cluster1}
@attribute decision {0,1}

@data
wash,preshouse,locsens,share,opti,cluster3,0
assis,opauto,micro,share,reco,cluster3,0
wash,opauto,cosecu,locally,nothing,cluster3,1
tv,lochouse,cowash,locally,reco,cluster3,0
assis,preshouse,cohvac,locally,insight,cluster3,1
alarm,alert,colight,remserv,opti,cluster3,1
tv,preshouse,micro,remserv,opti,cluster2,0
hvac,alert,cotv,locally,nothing,cluster2,0
secu,opauto,cosecu,remserv,reco,cluster2,0
hvac,lochouse,cohvac,share,opti,cluster2,0
light,lochouse,locsens,locally,insight,cluster2,1
light,alert,colight,share,reco,cluster2,0
assis,opauto,cam,locally,reco,cluster2,1
alarm,lochouse,watch,remserv,insight,cluster2,1
wash,preshouse,coalarm,locally,opti,cluster2,1
wash,opauto,cowash,share,insight,cluster2,0
refr,alert,corefri,remserv,nothing,cluster2,1
assis,preshouse,coassis,share,nothing,cluster2,0
tv,lochouse,watch,locally,nothing,cluster2,0
alarm,opauto,cosecu,locally,opti,cluster2,1
tv,alert,coalarm,share,opti,cluster2,0
refr,preshouse,cohvac,locally,reco,cluster2,0
wash,alert,colight,remserv,insight,cluster2,0
secu,lochouse,cam,share,reco,cluster2,0
light,preshouse,coassis,remserv,reco,cluster2,1
secu,alert,corefri,locally,insight,cluster2,1
hvac,opauto,cowash,remserv,opti,cluster2,0
refr,opauto,micro,share,nothing,cluster2,1
assis,lochouse,cotv,remserv,nothing,cluster2,1
alarm,preshouse,locsens,share,insight,cluster2,0
alarm,alert,locsens,remserv,nothing,cluster3,0
wash,opauto,colight,locally,reco,cluster3,1
secu,lochouse,cam,share,opti,cluster3,1
secu,alert,corefri,locally,nothing,cluster3,1
refr,opauto,micro,share,insight,cluster3,0
tv,opauto,coalarm,remserv,reco,cluster3,1
hvac,lochouse,cowash,locally,insight,cluster3,1
refr,preshouse,cohvac,locally,opti,cluster3,1
hvac,alert,watch,share,reco,cluster3,0
light,preshouse,coassis,remserv,opti,cluster3,1
assis,lochouse,cotv,remserv,insight,cluster3,1
wash,preshouse,cosecu,share,nothing,cluster3,0
secu,lochouse,coassis,locally,nothing,cluster3,1
refr,preshouse,cohvac,share,insight,cluster3,0
wash,opauto,colight,share,nothing,cluster3,0
wash,preshouse,locsens,locally,reco,cluster3,1
light,opauto,cam,remserv,opti,cluster3,1
refr,opauto,cotv,locally,opti,cluster3,0
hvac,lochouse,cowash,share,reco,cluster3,0
assis,alert,micro,remserv,insight,cluster3,1
hvac,alert,coalarm,locally,insight,cluster3,1
alarm,lochouse,cosecu,remserv,nothing,cluster3,1
secu,alert,corefri,share,opti,cluster3,0
tv,preshouse,watch,remserv,reco,cluster3,1
hvac,alert,cam,share,opti,cluster2,0
light,alert,cowash,locally,insight,cluster2,1
wash,opauto,cohvac,locally,opti,cluster2,1
wash,preshouse,micro,share,insight,cluster2,0
hvac,lochouse,corefri,locally,nothing,cluster2,0
refr,lochouse,locsens,remserv,nothing,cluster2,0
secu,preshouse,coalarm,remserv,reco,cluster2,0
light,lochouse,watch,share,reco,cluster2,0
alarm,alert,cotv,remserv,insight,cluster2,0
assis,opauto,cosecu,share,nothing,cluster2,0
assis,preshouse,colight,locally,reco,cluster2,0
tv,opauto,coassis,remserv,opti,cluster2,1
secu,alert,locsens,remserv,opti,cluster1,0
alarm,alert,cowash,share,nothing,cluster1,0
light,opauto,colight,locally,nothing,cluster1,0
hvac,lochouse,micro,remserv,reco,cluster1,0
tv,preshouse,cotv,locally,insight,cluster1,0
alarm,lochouse,coalarm,locally,reco,cluster1,0
refr,preshouse,cam,remserv,insight,cluster1,0
light,preshouse,cosecu,share,opti,cluster1,0
assis,alert,coassis,locally,opti,cluster1,0
wash,opauto,watch,remserv,nothing,cluster1,0
tv,opauto,cohvac,share,reco,cluster1,0
assis,lochouse,corefri,share,insight,cluster1,0
secu,preshouse,locsens,share,insight,cluster3,1
refr,lochouse,cam,share,reco,cluster3,1
refr,alert,corefri,locally,insight,cluster3,1
secu,opauto,cosecu,locally,opti,cluster3,1
alarm,alert,coalarm,share,opti,cluster3,1
wash,opauto,cowash,remserv,opti,cluster3,1
alarm,lochouse,watch,locally,nothing,cluster3,1
tv,lochouse,cotv,remserv,nothing,cluster3,0
light,alert,colight,remserv,insight,cluster3,0
hvac,preshouse,cohvac,locally,reco,cluster3,1
assis,preshouse,coassis,remserv,reco,cluster3,0
hvac,opauto,micro,share,nothing,cluster3,0
tv,preshouse,colight,remserv,insight,cluster0,0
alarm,lochouse,coassis,remserv,reco,cluster0,0
wash,opauto,cam,share,reco,cluster0,0
refr,preshouse,coalarm,share,opti,cluster0,0
secu,opauto,cotv,remserv,nothing,cluster0,0
hvac,lochouse,locsens,share,insight,cluster0,0
wash,preshouse,corefri,locally,insight,cluster0,1
assis,alert,cowash,remserv,opti,cluster0,0
light,lochouse,cohvac,locally,reco,cluster0,1
refr,opauto,watch,locally,nothing,cluster0,1
light,alert,micro,share,nothing,cluster0,0
hvac,alert,cosecu,locally,opti,cluster0,1
tv,alert,coassis,locally,insight,cluster2,1
hvac,preshouse,cam,remserv,reco,cluster2,1
alarm,opauto,cohvac,share,nothing,cluster2,0
wash,lochouse,micro,remserv,nothing,cluster2,0
assis,opauto,colight,locally,opti,cluster2,1
assis,preshouse,cosecu,share,insight,cluster2,1
light,lochouse,cowash,locally,nothing,cluster2,1
tv,lochouse,corefri,share,reco,cluster2,0
alarm,preshouse,cotv,locally,reco,cluster2,0
secu,opauto,coalarm,remserv,opti,cluster2,0
refr,alert,locsens,remserv,insight,cluster2,1
light,alert,watch,share,opti,cluster2,0
assis,preshouse,cotv,remserv,nothing,cluster0,0
refr,lochouse,micro,share,nothing,cluster0,0
light,alert,coassis,remserv,reco,cluster0,0
refr,alert,cohvac,locally,reco,cluster0,0
wash,opauto,colight,remserv,insight,cluster0,0
secu,opauto,corefri,locally,insight,cluster0,1
hvac,lochouse,cowash,remserv,opti,cluster0,1
tv,preshouse,watch,locally,nothing,cluster0,1
secu,preshouse,cam,share,reco,cluster0,0
alarm,alert,locsens,share,insight,cluster0,0
tv,opauto,coalarm,share,opti,cluster0,0
alarm,lochouse,cosecu,locally,opti,cluster0,0
refr,lochouse,cotv,locally,opti,cluster2,1
hvac,preshouse,cowash,share,reco,cluster2,0
light,lochouse,cam,remserv,opti,cluster2,1
tv,alert,watch,remserv,reco,cluster2,1
refr,alert,cohvac,share,insight,cluster2,1
secu,opauto,corefri,share,opti,cluster2,0
alarm,preshouse,cosecu,remserv,nothing,cluster2,1
assis,opauto,micro,remserv,insight,cluster2,1
hvac,opauto,coalarm,locally,insight,cluster2,1
wash,lochouse,colight,share,nothing,cluster2,1
wash,alert,locsens,locally,reco,cluster2,1
secu,preshouse,coassis,locally,nothing,cluster2,1
tv,lochouse,cotv,remserv,opti,cluster0,0
assis,alert,coassis,locally,reco,cluster0,0
secu,alert,locsens,remserv,reco,cluster0,1
wash,lochouse,cowash,locally,opti,cluster0,0
assis,lochouse,corefri,share,nothing,cluster0,0
light,opauto,colight,locally,insight,cluster0,1
hvac,opauto,micro,share,opti,cluster0,1
alarm,opauto,coalarm,remserv,insight,cluster0,0
hvac,preshouse,cohvac,locally,nothing,cluster0,1
refr,preshouse,cam,remserv,nothing,cluster0,0
wash,alert,watch,share,insight,cluster0,0
light,preshouse,cosecu,share,reco,cluster0,0
tv,opauto,cotv,locally,reco,cluster1,1
secu,lochouse,locsens,remserv,insight,cluster1,1
alarm,preshouse,coalarm,remserv,opti,cluster1,1
refr,opauto,cam,remserv,reco,cluster1,0
light,opauto,cosecu,share,insight,cluster1,0
wash,alert,cowash,locally,nothing,cluster1,1
assis,alert,corefri,share,reco,cluster1,0
light,preshouse,colight,locally,opti,cluster1,1
tv,preshouse,cohvac,share,nothing,cluster1,0
hvac,alert,micro,remserv,nothing,cluster1,0
wash,lochouse,watch,share,opti,cluster1,0
assis,lochouse,coassis,locally,insight,cluster1,0
alarm,preshouse,cosecu,remserv,opti,cluster1,0
wash,lochouse,colight,share,opti,cluster1,0
light,preshouse,cam,locally,opti,cluster1,1
tv,opauto,watch,locally,reco,cluster1,0
assis,lochouse,micro,locally,insight,cluster1,0
tv,preshouse,coalarm,share,nothing,cluster1,0
refr,opauto,cohvac,remserv,reco,cluster1,1
light,opauto,coassis,share,insight,cluster1,0
secu,lochouse,corefri,remserv,insight,cluster1,0
wash,alert,locsens,locally,nothing,cluster1,1
assis,alert,cotv,share,reco,cluster1,0
hvac,alert,cowash,remserv,nothing,cluster1,0
assis,opauto,locsens,remserv,reco,cluster2,0
light,lochouse,coalarm,remserv,insight,cluster2,0
hvac,preshouse,corefri,share,nothing,cluster2,0
refr,alert,cosecu,share,reco,cluster2,0
secu,preshouse,cowash,locally,opti,cluster2,1
alarm,alert,cohvac,locally,nothing,cluster2,1
secu,opauto,watch,share,insight,cluster2,0
refr,lochouse,colight,locally,insight,cluster2,1
alarm,lochouse,micro,share,opti,cluster2,0
wash,preshouse,cotv,remserv,opti,cluster2,0
hvac,opauto,coassis,locally,reco,cluster2,0
tv,alert,cam,remserv,nothing,cluster2,0
alarm,alert,coassis,share,insight,cluster2,0
tv,opauto,colight,share,opti,cluster2,0
secu,opauto,micro,locally,insight,cluster2,1
light,alert,cohvac,remserv,reco,cluster2,1
refr,lochouse,coalarm,share,nothing,cluster2,0
hvac,lochouse,cosecu,remserv,opti,cluster2,0
refr,alert,watch,locally,reco,cluster2,1
alarm,lochouse,cam,locally,opti,cluster2,0
secu,preshouse,cotv,share,reco,cluster2,0
tv,preshouse,locsens,locally,nothing,cluster2,1
wash,opauto,corefri,remserv,insight,cluster2,0
assis,preshouse,cowash,remserv,nothing,cluster2,0
refr,opauto,watch,remserv,insight,cluster2,1
light,preshouse,cotv,locally,nothing,cluster2,0
alarm,alert,cam,locally,reco,cluster2,0
wash,preshouse,corefri,remserv,nothing,cluster2,0
tv,opauto,locsens,locally,insight,cluster2,0
assis,alert,cowash,share,insight,cluster2,1
secu,lochouse,micro,remserv,opti,cluster2,1
tv,preshouse,colight,share,reco,cluster2,1
hvac,alert,cosecu,remserv,reco,cluster2,1
alarm,lochouse,coassis,share,nothing,cluster2,1
light,opauto,cohvac,share,opti,cluster2,1
assis,lochouse,coalarm,locally,opti,cluster2,0
tv,alert,colight,remserv,reco,cluster2,0
wash,lochouse,cam,share,nothing,cluster2,0
light,lochouse,cohvac,remserv,opti,cluster2,1
refr,lochouse,watch,locally,opti,cluster2,0
assis,opauto,cowash,remserv,insight,cluster2,1
hvac,preshouse,locsens,share,reco,cluster2,0
refr,alert,coalarm,share,insight,cluster2,1
hvac,opauto,cosecu,locally,insight,cluster2,1
secu,opauto,cotv,share,opti,cluster2,0
secu,preshouse,micro,locally,nothing,cluster2,0
alarm,preshouse,coassis,remserv,nothing,cluster2,1
wash,alert,corefri,locally,reco,cluster2,0
refr,opauto,cosecu,share,insight,cluster3,0
wash,preshouse,cohvac,share,nothing,cluster3,1
hvac,lochouse,coassis,locally,insight,cluster3,1
tv,opauto,cam,remserv,reco,cluster3,1
alarm,alert,micro,remserv,nothing,cluster3,1
wash,opauto,cotv,locally,reco,cluster3,1
light,preshouse,coalarm,remserv,opti,cluster3,1
refr,preshouse,colight,locally,opti,cluster3,1
assis,lochouse,locsens,remserv,insight,cluster3,1
secu,alert,cowash,locally,nothing,cluster3,1
secu,lochouse,watch,share,opti,cluster3,1
hvac,alert,corefri,share,reco,cluster3,1
light,opauto,cam,remserv,insight,cluster2,1
hvac,alert,coalarm,locally,reco,cluster2,0
assis,alert,micro,remserv,reco,cluster2,1
alarm,opauto,cosecu,share,opti,cluster2,1
secu,alert,corefri,share,insight,cluster2,1
refr,opauto,cotv,locally,insight,cluster2,0
hvac,lochouse,cowash,share,nothing,cluster2,1
secu,lochouse,coassis,locally,opti,cluster2,1
alarm,preshouse,colight,locally,nothing,cluster2,1
tv,preshouse,watch,remserv,nothing,cluster2,0
wash,lochouse,locsens,remserv,opti,cluster2,0
refr,preshouse,cohvac,share,reco,cluster2,0
refr,alert,coassis,remserv,opti,cluster3,1
wash,lochouse,coalarm,remserv,reco,cluster3,0
secu,lochouse,colight,locally,reco,cluster3,1
tv,alert,cohvac,locally,opti,cluster3,0
alarm,preshouse,cowash,locally,insight,cluster3,0
tv,lochouse,micro,share,insight,cluster3,0
secu,alert,cosecu,share,nothing,cluster3,1
light,opauto,locsens,remserv,nothing,cluster3,1
alarm,opauto,watch,share,reco,cluster3,0
hvac,preshouse,cotv,remserv,insight,cluster3,0
assis,preshouse,cam,share,opti,cluster3,0
assis,opauto,corefri,locally,nothing,cluster3,1
tv,opauto,watch,remserv,insight,cluster0,0
assis,lochouse,micro,remserv,opti,cluster0,0
secu,preshouse,corefri,remserv,nothing,cluster0,0
refr,opauto,cohvac,share,opti,cluster0,0
light,alert,cam,locally,reco,cluster0,0
wash,opauto,locsens,locally,insight,cluster0,1
alarm,alert,cosecu,remserv,reco,cluster0,0
light,lochouse,coassis,share,nothing,cluster0,0
refr,preshouse,cotv,locally,nothing,cluster0,0
hvac,lochouse,coalarm,locally,opti,cluster0,0
hvac,alert,cowash,share,insight,cluster0,0
wash,preshouse,colight,share,reco,cluster0,0
light,preshouse,corefri,share,insight,cluster2,1
tv,opauto,cowash,share,nothing,cluster2,0
light,opauto,coassis,locally,opti,cluster2,1
wash,alert,cosecu,share,opti,cluster2,1
refr,preshouse,micro,remserv,reco,cluster2,0
assis,alert,cotv,locally,insight,cluster2,0
secu,alert,cam,remserv,insight,cluster2,1
assis,lochouse,cohvac,share,reco,cluster2,0
hvac,lochouse,watch,remserv,nothing,cluster2,0
wash,lochouse,colight,locally,nothing,cluster2,0
tv,preshouse,coalarm,locally,reco,cluster2,0
alarm,opauto,locsens,remserv,opti,cluster2,0
secu,preshouse,locsens,remserv,opti,cluster2,1
tv,lochouse,cotv,locally,insight,cluster2,0
alarm,opauto,coalarm,locally,reco,cluster2,1
tv,alert,cohvac,share,reco,cluster2,0
hvac,opauto,micro,remserv,reco,cluster2,1
light,alert,colight,locally,nothing,cluster2,1
alarm,preshouse,cowash,share,nothing,cluster2,0
wash,alert,watch,remserv,nothing,cluster2,1
refr,lochouse,cam,remserv,insight,cluster2,0
light,lochouse,cosecu,share,opti,cluster2,1
assis,preshouse,coassis,locally,opti,cluster2,1
assis,opauto,corefri,share,insight,cluster2,1
wash,opauto,locsens,locally,nothing,cluster2,1
light,lochouse,coassis,share,insight,cluster2,1
secu,preshouse,corefri,remserv,insight,cluster2,0
light,alert,cam,locally,opti,cluster2,1
assis,preshouse,micro,locally,insight,cluster2,1
tv,alert,coalarm,share,nothing,cluster2,1
tv,lochouse,watch,locally,reco,cluster2,0
refr,lochouse,cohvac,remserv,reco,cluster2,0
alarm,alert,cosecu,remserv,opti,cluster2,1
wash,preshouse,colight,share,opti,cluster2,1
hvac,opauto,cowash,remserv,nothing,cluster2,1
assis,opauto,cotv,share,reco,cluster2,0
secu,opauto,watch,locally,reco,cluster0,0
hvac,lochouse,corefri,remserv,insight,cluster0,0
light,alert,cowash,remserv,nothing,cluster0,1
tv,opauto,coassis,share,insight,cluster0,0
alarm,lochouse,micro,locally,insight,cluster0,0
wash,opauto,cohvac,remserv,reco,cluster0,0
assis,alert,locsens,locally,nothing,cluster0,1
refr,preshouse,cosecu,remserv,opti,cluster0,0
alarm,alert,cotv,share,reco,cluster0,0
tv,preshouse,cam,locally,opti,cluster0,1
assis,lochouse,colight,share,opti,cluster0,0
secu,preshouse,coalarm,share,nothing,cluster0,0
wash,lochouse,cosecu,remserv,reco,cluster2,0
tv,lochouse,cowash,share,insight,cluster2,0
light,opauto,corefri,remserv,nothing,cluster2,0
assis,preshouse,cohvac,share,opti,cluster2,0
alarm,opauto,colight,share,reco,cluster2,0
hvac,preshouse,watch,remserv,insight,cluster2,1
secu,lochouse,cam,locally,reco,cluster2,1
secu,alert,coassis,share,nothing,cluster2,0
assis,opauto,cotv,locally,nothing,cluster2,1
tv,alert,coalarm,locally,opti,cluster2,1
refr,alert,micro,remserv,opti,cluster2,1
alarm,preshouse,locsens,locally,insight,cluster2,0
assis,opauto,cohvac,remserv,insight,cluster3,1
secu,opauto,coassis,share,opti,cluster3,0
alarm,preshouse,colight,remserv,nothing,cluster3,1
refr,lochouse,micro,locally,opti,cluster3,0
hvac,preshouse,coalarm,share,reco,cluster3,0
secu,preshouse,cam,locally,nothing,cluster3,0
refr,alert,cotv,share,insight,cluster3,1
tv,alert,cowash,remserv,reco,cluster3,1
wash,lochouse,locsens,share,nothing,cluster3,1
hvac,opauto,watch,locally,insight,cluster3,1
light,lochouse,corefri,remserv,opti,cluster3,1
wash,alert,cosecu,locally,reco,cluster3,1
alarm,preshouse,colight,locally,insight,cluster2,1
light,opauto,cam,remserv,nothing,cluster2,0
tv,lochouse,watch,share,insight,cluster2,0
secu,lochouse,coassis,locally,reco,cluster2,1
wash,lochouse,locsens,remserv,reco,cluster2,1
assis,preshouse,micro,share,opti,cluster2,0
hvac,preshouse,coalarm,remserv,insight,cluster2,1
tv,alert,cowash,locally,opti,cluster2,0
secu,alert,corefri,share,nothing,cluster2,1
alarm,opauto,cosecu,share,reco,cluster2,1
refr,alert,cotv,remserv,opti,cluster2,0
assis,opauto,cohvac,locally,nothing,cluster2,1
assis,lochouse,cotv,locally,opti,cluster2,0
light,opauto,corefri,share,opti,cluster2,0
alarm,lochouse,colight,share,nothing,cluster2,0
wash,preshouse,cosecu,remserv,nothing,cluster2,0
assis,alert,cohvac,share,insight,cluster2,0
tv,preshouse,cowash,share,reco,cluster2,0
refr,opauto,micro,remserv,insight,cluster2,0
secu,lochouse,cam,remserv,opti,cluster2,0
tv,opauto,coalarm,locally,insight,cluster2,0
hvac,alert,watch,remserv,reco,cluster2,0
light,preshouse,coassis,locally,nothing,cluster2,0
alarm,alert,locsens,locally,reco,cluster2,0
secu,preshouse,coassis,remserv,reco,cluster0,0
assis,preshouse,cohvac,locally,reco,cluster0,1
tv,opauto,cowash,remserv,opti,cluster0,0
assis,opauto,micro,share,nothing,cluster0,0
hvac,lochouse,watch,locally,nothing,cluster0,0
wash,preshouse,locsens,share,insight,cluster0,0
wash,opauto,cosecu,locally,opti,cluster0,0
hvac,alert,coalarm,share,opti,cluster0,0
light,lochouse,cam,share,reco,cluster0,0
alarm,alert,colight,remserv,insight,cluster0,1
light,alert,corefri,locally,insight,cluster0,0
refr,lochouse,cotv,remserv,nothing,cluster0,0
assis,preshouse,locsens,share,opti,cluster0,0
secu,lochouse,cowash,locally,reco,cluster0,1
hvac,preshouse,coassis,remserv,insight,cluster0,1
wash,lochouse,cotv,remserv,reco,cluster0,0
refr,alert,colight,remserv,opti,cluster0,0
assis,opauto,cosecu,locally,nothing,cluster0,1
tv,lochouse,cam,share,insight,cluster0,0
alarm,preshouse,cohvac,locally,insight,cluster0,1
alarm,opauto,micro,share,reco,cluster0,0
tv,alert,corefri,locally,opti,cluster0,1
secu,alert,watch,share,nothing,cluster0,0
light,opauto,coalarm,remserv,nothing,cluster0,0
tv,preshouse,cam,locally,nothing,cluster3,1
assis,preshouse,colight,remserv,nothing,cluster3,1
wash,opauto,cohvac,remserv,insight,cluster3,0
alarm,alert,cotv,share,insight,cluster3,0
refr,lochouse,locsens,share,nothing,cluster3,0
light,alert,cowash,remserv,reco,cluster3,0
secu,opauto,watch,locally,insight,cluster3,1
tv,opauto,coassis,share,opti,cluster3,0
secu,preshouse,coalarm,share,reco,cluster3,0
alarm,lochouse,micro,locally,opti,cluster3,0
hvac,lochouse,corefri,remserv,opti,cluster3,1
refr,alert,cosecu,locally,reco,cluster3,1
light,preshouse,watch,locally,reco,cluster2,1
wash,lochouse,cotv,share,reco,cluster2,1
tv,alert,corefri,remserv,insight,cluster2,1
hvac,preshouse,coassis,share,insight,cluster2,1
wash,alert,micro,locally,insight,cluster2,0
hvac,opauto,cam,locally,opti,cluster2,1
light,opauto,coalarm,share,nothing,cluster2,1
secu,lochouse,cowash,remserv,nothing,cluster2,1
assis,opauto,cosecu,remserv,opti,cluster2,1
alarm,preshouse,cohvac,remserv,reco,cluster2,1
refr,lochouse,locsens,locally,nothing,cluster2,1
refr,alert,colight,share,opti,cluster2,0
refr,preshouse,cohvac,locally,reco,cluster2,1
light,preshouse,coassis,remserv,reco,cluster2,1
refr,opauto,micro,share,nothing,cluster2,0
alarm,opauto,cosecu,locally,opti,cluster2,1
hvac,opauto,cowash,remserv,opti,cluster2,0
tv,alert,coalarm,share,opti,cluster2,0
assis,lochouse,cotv,remserv,nothing,cluster2,0
wash,alert,colight,remserv,insight,cluster2,0
alarm,preshouse,locsens,share,insight,cluster2,0
secu,alert,corefri,locally,insight,cluster2,0
secu,lochouse,cam,share,reco,cluster2,0
tv,lochouse,watch,locally,nothing,cluster2,1
light,preshouse,watch,remserv,insight,cluster0,0
wash,alert,micro,remserv,opti,cluster0,0
tv,opauto,corefri,remserv,nothing,cluster0,0
refr,preshouse,locsens,locally,insight,cluster0,0
hvac,alert,coassis,share,nothing,cluster0,0
refr,opauto,colight,share,reco,cluster0,0
secu,alert,coalarm,locally,opti,cluster0,0
hvac,lochouse,cam,locally,reco,cluster0,1
secu,lochouse,cowash,share,insight,cluster0,0
assis,lochouse,cosecu,remserv,reco,cluster0,0
alarm,opauto,cotv,locally,nothing,cluster0,0
alarm,preshouse,cohvac,share,opti,cluster0,0
wash,alert,cosecu,share,insight,cluster2,0
secu,alert,cam,remserv,reco,cluster2,0
hvac,preshouse,cowash,locally,nothing,cluster2,0
light,preshouse,corefri,share,reco,cluster2,0
wash,lochouse,colight,locally,opti,cluster2,1
hvac,opauto,watch,share,opti,cluster2,0
refr,preshouse,micro,remserv,nothing,cluster2,1
assis,lochouse,cohvac,share,nothing,cluster2,1
tv,lochouse,coalarm,remserv,opti,cluster2,1
assis,alert,cotv,locally,reco,cluster2,0
alarm,opauto,locsens,remserv,insight,cluster2,1
